ClassIndex,Weight
0,0.7818661575221304
1,0.6043506268602181
2,0.565406791716481
3,0.8774275767748353
4,0.5335708237144269
5,2.66185894077759
6,3.1171769174895463
7,0.7923259054488478
8,0.5335708237144269
9,0.7289398330129401
10,0.904219258508418
11,0.7267038212552317
12,0.6472826386043866
13,0.4998005184160454
14,1.112232139573735
15,0.8491234613950018
16,0.5183926602389618
17,1.3384488459277148
18,0.7449856783937281
19,0.5471257407141005
20,1.0167615696532426
21,1.9105277881387541
22,0.897369112610627
23,1.6566814386657729
24,0.68867862130583
25,0.8806893893279015
26,0.7311896473123627
27,0.474760412282977
28,0.48846483655506295
29,0.97092395790658
30,1.0255647001264308
31,4.645204818219716
32,0.5587392587952961
33,0.8939828140724737
34,0.48546197895329
35,0.5764122767133955
36,1.301678273237393
37,0.7267038212552317
38,0.747335790943866
39,0.5681185748901811
40,0.7666842903857783
41,0.6947373775050015
42,0.97092395790658
43,1.1904796267799271
44,1.112232139573735
45,0.5347752725264233
46,1.1964921501475025
47,1.161301204554929
48,1.4445454007878384
49,0.532371788155518
50,0.5792309186533142
51,1.3615255501678478
52,0.5722353761575013
53,0.602812839005612
54,0.5172607985353832
55,0.5535173965635642
56,0.4844692141701544
57,0.5051288821518242
58,0.5241270923212511
59,0.8939828140724737
60,1.4357905801770032
61,0.5792309186533142
62,1.37735724261166
63,0.8677855154915953
64,0.7976614334316684
65,1.0967844709685441
66,0.5359851713330441
67,1.2274893561098732
68,1.1389684890827187
69,1.0167615696532426
70,0.4654330957351778
71,0.49355301193584483
72,0.565406791716481
73,0.6472826386043866
74,0.5446102200671391
75,0.5694842445413594
76,0.921811072876286
77,3.7016475895188363
78,1.7419518068323936
79,0.7244814854104145
80,0.5736209339690206
81,0.4834805014881745
82,1.88020195023179
83,0.5750132177893338
84,1.3161413651622529
85,0.6711202428589391
86,0.7870612814923772
87,1.1786340583542563
88,0.5446102200671391
89,0.47859686005900104
90,0.6368425960462514
91,0.6012828571807247
92,0.752080780092716
93,0.8197420267446558
94,0.6137446780549366
95,0.5359851713330441
96,0.7244814854104145
97,0.6267339834105966
98,0.6846978200266055
99,0.6074498608441167
100,0.5708564957330253
101,0.7311896473123627
102,1.0967844709685441
103,0.7135706196662817
104,0.4956180872995931
105,0.7449856783937281
106,1.5484016060732386
107,0.6074498608441167
108,0.8774275767748353
109,1.0081082796987468
110,0.6234353834979093
111,0.9912361745991862
112,0.6090114286097829
113,0.7896848190973518
114,0.5299898114747327
115,0.7642111152555017
116,1.0867222281156217
117,0.6420201781279282
118,0.4956180872995931
119,0.5922636143230138
120,1.0768429351327524
121,0.5667594395435539
122,0.7742008030366193
123,0.47763194703468853
124,0.6749442898267963
125,1.37735724261166
126,0.4170870523401506
127,0.6472826386043866
128,0.897369112610627
129,0.7691735250948231
130,0.7311896473123627
131,0.48546197895329
132,1.003836634445786
133,0.6788121654131963
134,0.602812839005612
135,0.9830101482539648
136,0.5446102200671391
137,0.49355301193584483
138,1.7167061284725038
139,1.301678273237393
140,0.49770051623782674
141,0.7289398330129401
142,0.6749442898267963
143,1.301678273237393
144,0.48947406142397837
145,0.6043506268602181
146,0.5952398133899636
147,0.38710040151830966
148,0.8085510093146946
149,0.5535173965635642
150,1.1281211701390739
151,1.062356258875361
152,0.776739166325264
153,0.5708564957330253
154,0.8371217163576167
155,0.6947373775050015
156,3.535902175062769
157,1.2211620913876573
158,0.3948424095486759
159,0.7642111152555017
160,0.5997606220992545
161,0.940100975115895
162,1.112232139573735
163,0.4956180872995931
164,0.9630302671918923
165,0.840090233082289
166,2.0600473541670046
167,0.6711202428589391
168,0.6472826386043866
169,0.921811072876286
170,0.5750132177893338
171,1.161301204554929
172,0.8646184150700932
173,0.9789481228479567
174,1.0817600261607558
175,1.4271412393325633
176,0.9996010368320908
177,1.2945652772087732
178,1.0671416474288538
179,0.840090233082289
180,2.392984300295005
181,0.6058962806373542
182,1.1335188790871078
183,0.7593123260551459
184,1.161301204554929
185,0.7009036855893654
186,3.2903534129056324
187,1.1786340583542563
188,1.2211620913876573
189,1.7292368301401864
190,1.5899694344241981
191,1.6566814386657729
192,1.0300236770835023
193,2.153685870265505
194,1.4534076425104634
195,1.3234941102190252
196,0.5347752725264233
197,1.5689102366172551
198,3.158739276389407
199,1.233882529839612
200,1.2087012537204362
201,0.4915050741269824
202,0.8341741046803012
203,0.5640605850695369
204,0.6508391366186965
205,0.5372005572090828
206,1.2534679668211932
207,1.1964921501475025
208,1.2805699769146244
209,1.9578962456959135
210,0.9007811624684621
211,1.7167061284725038
212,1.5484016060732386
213,0.8030693075566289
214,1.5585884587447731
215,1.2403426477968875
216,0.621799070155395
217,0.966961002976349
218,1.0167615696532426
219,0.6201713238984438
220,1.990802064951307
221,1.5585884587447731
222,2.024832869480389
223,1.1904796267799271
224,1.2087012537204362
225,0.5458650823253584
226,0.40017811778582013
227,2.4174025074408725
228,0.44531098821279236
229,0.40916311870329103
230,0.45124846805562957
231,1.0529130921298022
232,0.46726912372624363
233,0.7844551183086276
234,1.330929470388795
235,0.7896848190973518
236,0.6137446780549366
237,0.4925269141979325
238,0.6455189256926581
239,1.0390589724965154
240,1.2087012537204362
241,1.0345215970707664
242,0.8839755437656922
243,4.555873956330875
244,2.1935689419370883
245,1.508951883625513
246,1.2945652772087732
247,0.8225883532264081
248,4.230454388021527
249,4.230454388021527
250,3.9484240954867587
251,1.3537454041668886
252,1.2601353496234335
253,0.4222913471108833
254,1.0345215970707664
255,0.4691196945132783
256,0.5600601553881928
257,0.8806893893279015
258,0.7357311979167873
259,0.41058136174905635
260,0.8058008358136243
261,1.2468707669958186
262,0.7666842903857783
263,1.3384488459277148
264,0.966961002976349
265,0.7691735250948231
266,1.0671416474288538
267,0.5893170291771281
268,1.1904796267799271
269,1.1335188790871078
270,0.4874597648749085
271,0.42917653211812595
272,0.39950328116223527
273,1.37735724261166
274,1.9742120477433793
275,1.9578962456959135
276,1.1786340583542563
277,1.0917301646507167
278,0.8939828140724737
279,2.322602409109858
280,0.5922636143230138
281,4.645204818219716
282,0.8552543167119333
283,2.2562423402781477
284,0.9630302671918923
285,4.230454388021527
286,1.2087012537204362
287,0.6137446780549366
288,0.9996010368320908
289,0.6402849884573122
290,0.8430798780398773
291,1.6007124711432805
292,1.1335188790871078
293,0.7818661575221304
294,0.6385591529089097
295,1.6451767064528162
296,2.007673268891572
297,0.7593123260551459
298,3.6446991650647003
299,3.2903534129056324
300,3.7016475895188363
301,1.37735724261166
302,1.4271412393325633
303,0.38458676254741153
304,0.6654647351943975
305,0.9830101482539648
306,4.645204818219716
307,2.153685870265505
308,2.66185894077759
309,0.6988361230950015
310,0.6185520776219465
311,1.3615255501678478
312,0.6768727020834443
313,1.2025657143614494
314,0.9912361745991862
315,1.3460536689159404
316,1.7043557246705434
317,0.966961002976349
318,0.6906864306973922
319,0.47286516113613875
320,0.5587392587952961
321,0.5722353761575013
322,0.48645882079919
323,0.501918317222893
324,1.0576135970053817
325,0.4495359501502951
326,0.3981604129902614
327,1.6566814386657729
328,1.8508237947594182
329,0.5384214675663762
330,0.8113200196205669
331,0.7691735250948231
332,4.73810891458411
333,1.0719703426660883
334,1.369395640053211
335,2.6322827303245058
336,1.1444707523150026
337,1.1174785175905921
338,2.153685870265505
339,0.776739166325264
340,0.9146928406533031
341,2.5750591927087556
342,0.8341741046803012
343,2.520270699246867
344,0.8774275767748353
345,1.2403426477968875
346,1.161301204554929
347,1.1845272286460276
348,1.1964921501475025
349,1.0436363247982623
350,4.084576650503544
351,0.7923259054488478
352,1.5689102366172551
353,4.73810891458411
354,1.1556363206302709
355,0.776739166325264
356,0.776739166325264
357,3.384363510417222
358,1.0719703426660883
359,2.5473703841850055
360,2.392984300295005
361,0.974919529749817
362,1.3384488459277148
363,0.6673392837442409
364,3.2452800784822675
365,1.0967844709685441
366,0.5372005572090828
367,2.7871228909318297
368,0.6673392837442409
369,0.4915050741269824
370,1.3384488459277148
371,1.1444707523150026
372,1.3460536689159404
373,0.6283964077697759
374,1.8223495825323501
375,3.2452800784822675
376,1.3161413651622529
377,1.3088698659072129
378,1.5484016060732386
379,1.88020195023179
380,0.5708564957330253
381,1.1389684890827187
382,4.73810891458411
383,3.6446991650647003
384,0.8872863135925301
385,1.112232139573735
386,2.1152271940107634
387,1.8653972104661851
388,1.4806590358075344
389,0.5535173965635642
390,1.0576135970053817
391,0.6692244229638574
392,0.8741898366391347
393,0.6300676748117168
394,0.6300676748117168
395,0.5600601553881928
396,1.0436363247982623
397,0.5736209339690206
398,0.6283964077697759
399,1.3537454041668886
400,1.9260605343837847
401,0.8806893893279015
402,4.230454388021527
403,1.1281211701390739
404,1.9105277881387541
405,1.1845272286460276
406,0.7357311979167873
407,1.8364763234822132
408,1.0817600261607558
409,1.0345215970707664
410,1.5585884587447731
411,0.6562477721030624
412,1.3537454041668886
413,1.369395640053211
414,0.7449856783937281
415,1.1904796267799271
416,1.2736851920925027
417,0.9871060238716897
418,0.9552638940693771
419,0.6788121654131963
420,1.0390589724965154
421,1.94184791581316
422,0.776739166325264
423,2.6322827303245058
424,0.4834805014881745
425,0.6768727020834443
426,1.112232139573735
427,4.230454388021527
428,0.6562477721030624
429,1.2274893561098732
430,0.9830101482539648
431,1.233882529839612
432,0.6967807227329574
433,1.1786340583542563
434,1.0817600261607558
435,0.7949847172120991
436,0.6617470551095126
437,0.8003562355716403
438,0.8709759034161968
439,0.9789481228479567
440,0.5750132177893338
441,1.062356258875361
442,0.6526320818986378
443,0.6074498608441167
444,0.9954010324756535
445,1.8952435658336442
446,1.0671416474288538
447,1.94184791581316
448,0.659903748549319
449,0.6562477721030624
450,0.6105810456938287
451,1.101885794089328
452,2.042288325251772
453,0.45039058123423104
454,0.3909330787610652
455,3.2452800784822675
456,1.6007124711432805
457,0.5640605850695369
458,1.5383470501896461
459,0.9996010368320908
460,1.1335188790871078
461,1.692181755208611
462,1.301678273237393
463,1.0867222281156217
464,4.084576650503544
465,0.966961002976349
466,1.6566814386657729
467,0.8646184150700932
468,1.8508237947594182
469,1.680180466164578
470,0.5347752725264233
