epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.006222215946763754,0.0005000000237487257,7.3999924659729,0.00022519295453093946,10.01651382446289
1,0.00821310468018055,0.0005000000237487257,6.837274551391602,0.00034802546724677086,9.959139823913574
2,0.009248304180800915,0.0005000000237487257,6.365822792053223,0.0003070812963414937,10.834280967712402
3,0.009933975525200367,0.0005000000237487257,6.156013011932373,0.0005322742508724332,11.155966758728027
4,0.010215014219284058,0.0005000000237487257,6.0535969734191895,0.0004913300508633256,11.228165626525879
5,0.010324438102543354,0.0005000000237487257,5.987015724182129,0.00028660919633693993,11.35177993774414
