epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.00013855136057827622,9.999999747378752e-05,8.555235862731934,0.00022519295453093946,8.637206077575684
1,0.0001975931372726336,9.999999747378752e-05,8.45549488067627,0.0002047208690783009,8.639923095703125
2,7.32117987354286e-05,9.999999747378752e-05,8.368388175964355,0.0002047208690783009,8.774965286254883
3,2.9127275411156006e-05,9.999999747378752e-05,8.265009880065918,0.0002047208690783009,8.94291877746582
4,3.070172169827856e-05,9.999999747378752e-05,8.173069953918457,0.00022519295453093946,9.05318546295166
